NE_ID,NE_Name,NE_Type,NE_Version,Release_Version,Board_Type,IP_Address,Subnet_Mask,Gateway,Configuration_Date,Location,Vendor,Admin_Contact,Status,Priority,Operational_State,Remarks
5104,NE_P,Switch,1,2.8.5,Type_P,192.168.17.207,255.255.255.0,192.168.17.228,16-09-2024,Toledo,Check Point,support242@provider.org,Inactive,Low,Operational,Firmware update
5105,NE_A,Gateway,2.1,7.0.6,Type_G,192.168.17.113,255.255.255.0,192.168.17.238,30-05-2024,Oklahoma City,Avaya,contact332@service.net,Inactive,High,Outage,System maintenance
5106,NE_L,Switch,2.1,5.4.7,Type_J,192.168.17.94,255.255.255.0,192.168.17.189,08-02-2024,Pittsburgh,Infoblox,support73@provider.org,Inactive,Medium,Outage,Software patching
5107,NE_Y,Router,3,7.4.3,Type_L,192.168.17.38,255.255.255.0,192.168.17.167,21-04-2024,San Francisco,Dell,contact496@domain.co,Inactive,Low,Testing,Site inspection
5108,NE_H,Firewall,4.5,6.7.4,Type_X,192.168.17.147,255.255.255.0,192.168.17.229,05-03-2024,Laredo,Google Cloud,team360@network.com,Suspended,Low,Testing,Resource scaling
5109,NE_F,Gateway,2.1,5.0.5,Type_D,192.168.17.254,255.255.255.0,192.168.17.58,05-03-2024,Amarillo,Cisco,admin381@service.net,Pending,Medium,Operational,Patch deployment
5110,NE_F,Firewall,5,1.6.0,Type_F,192.168.17.231,255.255.255.0,192.168.17.28,20-12-2024,Memphis,SolarWinds,team476@network.com,Inactive,High,Maintenance,Site inspection
5111,NE_A,Firewall,1,9.2.1,Type_S,192.168.17.145,255.255.255.0,192.168.17.82,21-05-2024,Saint Paul,Brocade,team81@domain.co,Suspended,Medium,Operational,Load balancing configuration
5112,NE_W,Hub,5,5.6.3,Type_S,192.168.17.127,255.255.255.0,192.168.17.214,24-07-2024,Aurora,Intel,contact397@domain.co,Suspended,Low,Maintenance,Resource scaling
5113,NE_R,Router,2.1,2.3.0,Type_S,192.168.17.97,255.255.255.0,192.168.17.249,19-06-2024,Aurora,Broadcom,user121@service.net,Pending,Medium,Testing,Traffic routing update
5114,NE_W,Firewall,1,8.3.3,Type_A,192.168.17.201,255.255.255.0,192.168.17.145,20-11-2024,Augusta,HP Enterprise,admin196@domain.co,Suspended,Low,Maintenance,Security patching
5115,NE_C,Gateway,4.5,6.2.6,Type_M,192.168.17.178,255.255.255.0,192.168.17.109,13-08-2024,Boise,Cisco,team412@service.net,Pending,High,Outage,Resource scaling
5116,NE_M,Router,1,6.8.1,Type_I,192.168.17.78,255.255.255.0,192.168.17.161,13-07-2024,Raleigh,Fortinet,admin65@provider.org,Decommissioned,Medium,Testing,User access setup
5117,NE_S,Switch,3,7.4.7,Type_R,192.168.17.195,255.255.255.0,192.168.17.215,08-04-2024,Aurora,Broadcom,team238@company.com,Suspended,Low,Operational,Performance tuning
5118,NE_M,Hub,4.5,5.9.4,Type_X,192.168.17.53,255.255.255.0,192.168.17.17,29-06-2024,Plano,Riverbed,team295@service.net,Decommissioned,Medium,Maintenance,Resource scaling
5119,NE_N,Hub,4.5,3.6.4,Type_V,192.168.17.161,255.255.255.0,192.168.17.237,01-01-2024,Salt Lake City,VMware,user170@company.com,Inactive,Low,Maintenance,Scheduled maintenance
5120,NE_E,Gateway,2.1,5.3.8,Type_G,192.168.17.172,255.255.255.0,192.168.17.79,26-05-2024,Riverside,Blue Coat,contact300@network.com,Active,Low,Maintenance,Access control modification
5121,NE_Z,Switch,5,3.2.2,Type_Y,192.168.17.9,255.255.255.0,192.168.17.20,30-07-2024,Tulsa,Infoblox,support392@network.com,Decommissioned,High,Operational,Resource allocation
5122,NE_I,Firewall,1,3.3.3,Type_M,192.168.17.121,255.255.255.0,192.168.17.212,09-10-2024,Oxnard,Juniper,support478@provider.org,Decommissioned,Medium,Outage,Load test completion
5123,NE_M,Hub,4.5,5.5.9,Type_K,192.168.17.34,255.255.255.0,192.168.17.105,24-07-2024,Huntington Beach,Juniper,user468@domain.co,Pending,Medium,Maintenance,Storage expansion
5124,NE_U,Router,3,8.6.5,Type_V,192.168.17.93,255.255.255.0,192.168.17.239,13-10-2024,Oxnard,Ubiquiti,team266@domain.co,Decommissioned,Medium,Maintenance,Policy update
5125,NE_R,Router,2.1,6.3.0,Type_I,192.168.17.227,255.255.255.0,192.168.17.92,01-12-2024,Cincinnati,Ciena,support330@service.net,Pending,Low,Outage,Bandwidth adjustment
5126,NE_I,Hub,1,9.0.3,Type_J,192.168.17.141,255.255.255.0,192.168.17.12,23-01-2024,Raleigh,Huawei,contact308@service.net,Active,Medium,Outage,Policy update
5127,NE_G,Hub,2.1,3.0.4,Type_X,192.168.17.253,255.255.255.0,192.168.17.205,02-05-2024,Salt Lake City,Blue Coat,contact7@domain.co,Pending,Low,Testing,System upgrade
5128,NE_Z,Gateway,3,5.3.7,Type_O,192.168.17.119,255.255.255.0,192.168.17.226,16-07-2024,Stockton,Cisco,user42@network.com,Suspended,Low,Operational,Access control modification
5129,NE_Y,Switch,5,6.5.4,Type_N,192.168.17.20,255.255.255.0,192.168.17.3,14-04-2024,Plano,F5 Networks,support436@network.com,Decommissioned,Low,Outage,Application deployment
5130,NE_K,Switch,2.1,9.7.7,Type_W,192.168.17.151,255.255.255.0,192.168.17.220,22-12-2024,Tallahassee,Broadcom,user27@domain.co,Suspended,Medium,Testing,Compliance check
5131,NE_H,Gateway,2.1,5.0.8,Type_Q,192.168.17.98,255.255.255.0,192.168.17.29,31-07-2024,Huntsville,Brocade,support231@domain.co,Active,Low,Testing,Access control modification
5132,NE_G,Firewall,5,4.4.7,Type_T,192.168.17.113,255.255.255.0,192.168.17.30,07-05-2024,Akron,Google Cloud,team389@service.net,Pending,Low,Outage,Hardware installation
5133,NE_A,Firewall,3,1.5.1,Type_V,192.168.17.243,255.255.255.0,192.168.17.199,30-03-2024,Aurora,TP-Link,team247@network.com,Inactive,High,Testing,Network segmentation
5134,NE_S,Hub,4.5,3.5.7,Type_Y,192.168.17.51,255.255.255.0,192.168.17.222,03-11-2024,Milwaukee,Samsung,user379@service.net,Active,High,Operational,User access setup
5135,NE_K,Switch,4.5,5.5.1,Type_C,192.168.17.151,255.255.255.0,192.168.17.253,21-12-2024,Wichita,Apple,contact5@provider.org,Pending,Medium,Operational,Configuration tuning
5136,NE_E,Gateway,3,1.6.0,Type_I,192.168.17.124,255.255.255.0,192.168.17.61,16-01-2024,Chandler,ZTE,user203@provider.org,Pending,Medium,Outage,Compliance check
5137,NE_H,Router,4.5,8.9.5,Type_W,192.168.17.173,255.255.255.0,192.168.17.160,17-03-2024,Durham,Palo Alto Networks,team65@company.com,Inactive,High,Outage,Traffic encryption
5138,NE_S,Gateway,5,1.1.3,Type_C,192.168.17.33,255.255.255.0,192.168.17.29,19-06-2024,Portland,VMware,team184@network.com,Inactive,High,Testing,Load test completion
5139,NE_P,Hub,4.5,7.4.6,Type_V,192.168.17.177,255.255.255.0,192.168.17.252,29-12-2024,Pittsburgh,Check Point,contact437@domain.co,Pending,High,Maintenance,Configuration validation
5140,NE_X,Hub,2.1,6.0.5,Type_S,192.168.17.180,255.255.255.0,192.168.17.160,05-01-2024,Garland,HP Enterprise,user375@provider.org,Decommissioned,High,Outage,Device registration
5141,NE_B,Firewall,5,8.7.9,Type_N,192.168.17.54,255.255.255.0,192.168.17.126,09-06-2024,Augusta,Oracle,admin41@network.com,Inactive,Low,Maintenance,Database indexing
5142,NE_J,Router,3,1.8.8,Type_H,192.168.17.94,255.255.255.0,192.168.17.86,21-06-2024,Columbus,Oracle,team37@domain.co,Suspended,High,Outage,Resource scaling
5143,NE_T,Router,4.5,8.7.4,Type_R,192.168.17.61,255.255.255.0,192.168.17.130,20-04-2024,Madison,SolarWinds,user305@company.com,Inactive,High,Operational,Firmware update
5144,NE_T,Hub,5,3.4.6,Type_P,192.168.17.11,255.255.255.0,192.168.17.100,24-04-2024,Norfolk,Ruckus Wireless,user210@service.net,Decommissioned,High,Outage,Security protocol enhancement
5145,NE_H,Switch,5,7.1.4,Type_I,192.168.17.156,255.255.255.0,192.168.17.16,26-02-2024,Baton Rouge,Ciena,contact246@company.com,Suspended,Medium,Maintenance,Hardware installation
5146,NE_G,Firewall,2.1,2.6.7,Type_O,192.168.17.224,255.255.255.0,192.168.17.197,05-01-2024,Laredo,Cisco,team79@service.net,Suspended,Low,Testing,Cluster expansion
5147,NE_J,Router,2.1,8.7.3,Type_Z,192.168.17.253,255.255.255.0,192.168.17.73,22-11-2024,Chula Vista,Citrix,contact446@network.com,Pending,High,Outage,Web service configuration
5148,NE_W,Switch,3,6.0.3,Type_R,192.168.17.64,255.255.255.0,192.168.17.138,30-09-2024,Bakersfield,Intel,support134@network.com,Suspended,Medium,Outage,System upgrade
5149,NE_M,Hub,2.1,5.4.5,Type_M,192.168.17.234,255.255.255.0,192.168.17.17,17-12-2024,Tulsa,Palo Alto Networks,team349@domain.co,Active,Low,Maintenance,Compliance check
5150,NE_Z,Switch,5,9.5.9,Type_C,192.168.17.59,255.255.255.0,192.168.17.30,02-04-2024,Long Beach,AWS,contact218@service.net,Decommissioned,Medium,Outage,Traffic routing update
5151,NE_L,Gateway,5,2.1.4,Type_V,192.168.17.89,255.255.255.0,192.168.17.100,30-03-2024,Lincoln,Ubiquiti,contact146@provider.org,Suspended,Medium,Testing,Security patching
5152,NE_U,Hub,5,4.9.7,Type_R,192.168.17.194,255.255.255.0,192.168.17.164,17-08-2024,Wichita,A10 Networks,team269@service.net,Suspended,Medium,Testing,System maintenance
5153,NE_A,Gateway,2.1,1.1.4,Type_Z,192.168.17.16,255.255.255.0,192.168.17.8,06-09-2024,Aurora,D-Link,contact455@company.com,Decommissioned,High,Operational,Risk assessment
5154,NE_O,Gateway,2.1,2.4.6,Type_O,192.168.17.97,255.255.255.0,192.168.17.3,21-11-2024,Laredo,Brocade,admin369@service.net,Inactive,Medium,Outage,System reboot
5155,NE_I,Hub,2.1,7.5.5,Type_L,192.168.17.19,255.255.255.0,192.168.17.114,28-10-2024,Tampa,Google Cloud,user8@domain.co,Decommissioned,Low,Testing,Scheduled maintenance
5156,NE_G,Router,2.1,6.2.7,Type_C,192.168.17.73,255.255.255.0,192.168.17.150,22-11-2024,Phoenix,Avaya,admin229@domain.co,Inactive,High,Maintenance,Account provisioning
5157,NE_V,Gateway,1,1.2.0,Type_I,192.168.17.118,255.255.255.0,192.168.17.23,23-08-2024,Phoenix,SonicWall,support465@domain.co,Decommissioned,Medium,Operational,Web service configuration
5158,NE_G,Hub,4.5,6.8.4,Type_P,192.168.17.233,255.255.255.0,192.168.17.254,13-05-2024,Jersey City,VMware,support29@domain.co,Decommissioned,Medium,Outage,Software patching
5159,NE_N,Switch,4.5,2.7.8,Type_Y,192.168.17.143,255.255.255.0,192.168.17.82,27-11-2024,Jersey City,Palo Alto Networks,user117@network.com,Active,Low,Testing,Compliance check
5160,NE_G,Hub,5,4.2.9,Type_Q,192.168.17.54,255.255.255.0,192.168.17.36,05-06-2024,Washington,IBM,user424@company.com,Suspended,High,Testing,Account provisioning
5161,NE_M,Gateway,5,3.8.0,Type_D,192.168.17.212,255.255.255.0,192.168.17.165,01-01-2024,Tempe,Riverbed,support280@domain.co,Pending,Low,Maintenance,Scheduled maintenance
5162,NE_I,Firewall,3,4.8.0,Type_G,192.168.17.192,255.255.255.0,192.168.17.253,11-05-2024,Charlotte,MicroTik,admin329@domain.co,Inactive,High,Maintenance,System reboot
5163,NE_M,Firewall,3,9.8.4,Type_Y,192.168.17.158,255.255.255.0,192.168.17.172,15-04-2024,Tacoma,Barracuda,user314@service.net,Inactive,High,Outage,Device calibration
5164,NE_S,Gateway,1,1.8.8,Type_G,192.168.17.31,255.255.255.0,192.168.17.122,09-09-2024,Sacramento,Arista,user129@domain.co,Suspended,Low,Maintenance,Security patching
5165,NE_C,Firewall,1,6.6.2,Type_N,192.168.17.29,255.255.255.0,192.168.17.235,04-02-2024,Boise,ZTE,team161@network.com,Inactive,Medium,Testing,Software upgrade
5166,NE_Q,Hub,4.5,3.5.6,Type_P,192.168.17.194,255.255.255.0,192.168.17.133,08-10-2024,Buffalo,Ruckus Wireless,user88@domain.co,Active,High,Operational,Compliance check
5167,NE_L,Gateway,3,5.9.7,Type_E,192.168.17.148,255.255.255.0,192.168.17.61,12-11-2024,Oakland,Apple,support370@provider.org,Active,Low,Operational,Load balancing configuration
5168,NE_P,Hub,2.1,8.8.3,Type_K,192.168.17.155,255.255.255.0,192.168.17.81,25-09-2024,Austin,Infoblox,user411@provider.org,Inactive,Medium,Operational,Data migration
5169,NE_P,Gateway,1,2.6.5,Type_F,192.168.17.28,255.255.255.0,192.168.17.132,25-06-2024,Bakersfield,Palo Alto Networks,support257@provider.org,Decommissioned,Medium,Maintenance,Traffic encryption
5170,NE_Y,Hub,1,6.6.1,Type_S,192.168.17.73,255.255.255.0,192.168.17.36,08-05-2024,Dallas,Brocade,user185@company.com,Inactive,Low,Operational,Firmware update
5171,NE_O,Hub,4.5,9.6.4,Type_P,192.168.17.28,255.255.255.0,192.168.17.161,07-05-2024,Garland,Nokia,user26@network.com,Inactive,Medium,Maintenance,Traffic routing update
5172,NE_I,Firewall,2.1,5.0.7,Type_M,192.168.17.9,255.255.255.0,192.168.17.116,21-08-2024,Moreno Valley,Broadcom,team378@network.com,Inactive,High,Operational,Software patching
5173,NE_G,Gateway,4.5,2.0.6,Type_X,192.168.17.72,255.255.255.0,192.168.17.175,01-01-2024,Charlotte,Qualcomm,user264@company.com,Active,Medium,Operational,IP address allocation
5174,NE_J,Router,4.5,7.8.0,Type_V,192.168.17.39,255.255.255.0,192.168.17.192,15-09-2024,Manhattan,Palo Alto Networks,user419@network.com,Inactive,Medium,Outage,Network segmentation
5175,NE_E,Gateway,5,2.3.8,Type_X,192.168.17.194,255.255.255.0,192.168.17.247,31-08-2024,Santa Ana,Citrix,user250@service.net,Inactive,Low,Maintenance,System maintenance
5176,NE_L,Gateway,2.1,2.6.2,Type_U,192.168.17.37,255.255.255.0,192.168.17.219,25-08-2024,Bangalore,Riverbed,contact102@network.com,Pending,Low,Operational,IP address allocation
5177,NE_J,Router,2.1,5.1.1,Type_U,192.168.17.44,255.255.255.0,192.168.17.234,09-07-2024,Detroit,Check Point,admin320@company.com,Pending,High,Testing,Patch deployment
5178,NE_E,Gateway,5,6.0.2,Type_X,192.168.17.25,255.255.255.0,192.168.17.197,09-05-2024,Gilbert,Netgear,team267@domain.co,Active,High,Testing,Load test completion
5179,NE_T,Gateway,1,5.8.7,Type_Z,192.168.17.252,255.255.255.0,192.168.17.251,24-02-2024,Augusta,F5 Networks,user301@domain.co,Pending,Low,Testing,Service activation
5180,NE_D,Switch,2.1,5.8.2,Type_P,192.168.17.91,255.255.255.0,192.168.17.93,07-10-2024,Albuquerque,AWS,support62@domain.co,Decommissioned,Low,Operational,Risk assessment
5181,NE_Q,Firewall,5,3.9.1,Type_C,192.168.17.210,255.255.255.0,192.168.17.238,23-11-2024,Berlin,Oracle,team3@service.net,Pending,High,Testing,Resource scaling
5182,NE_Q,Router,5,8.6.8,Type_T,192.168.17.37,255.255.255.0,192.168.17.155,02-10-2024,Nashville,Nokia,contact500@network.com,Suspended,Medium,Testing,Account provisioning
5183,NE_H,Switch,4.5,6.7.3,Type_E,192.168.17.89,255.255.255.0,192.168.17.38,05-01-2024,Grand Rapids,VMware,user204@provider.org,Suspended,High,Operational,Software patching
5184,NE_I,Router,4.5,2.3.7,Type_K,192.168.17.234,255.255.255.0,192.168.17.19,22-04-2024,Hialeah,ZTE,team251@network.com,Decommissioned,High,Testing,Policy enforcement
5185,NE_E,Firewall,4.5,4.0.1,Type_B,192.168.17.120,255.255.255.0,192.168.17.63,21-10-2024,Indianapolis,Ciena,contact435@company.com,Suspended,Medium,Operational,Security patching
5186,NE_G,Switch,2.1,7.0.2,Type_B,192.168.17.96,255.255.255.0,192.168.17.231,13-08-2024,Wichita,Fortinet,support425@provider.org,Pending,Low,Maintenance,Initial configuration
5187,NE_D,Switch,1,2.3.0,Type_M,192.168.17.204,255.255.255.0,192.168.17.250,07-11-2024,Houston,Citrix,user323@provider.org,Suspended,High,Maintenance,License renewal
5188,NE_W,Switch,2.1,2.8.1,Type_A,192.168.17.45,255.255.255.0,192.168.17.3,25-09-2024,Tallahassee,Avaya,user219@company.com,Inactive,Low,Testing,Device calibration
5189,NE_Z,Router,2.1,6.9.5,Type_Y,192.168.17.215,255.255.255.0,192.168.17.132,14-09-2024,New York,AWS,user99@domain.co,Active,High,Testing,Patch deployment
5190,NE_W,Gateway,1,4.2.0,Type_O,192.168.17.236,255.255.255.0,192.168.17.96,16-11-2024,Tempe,Lenovo,admin310@network.com,Active,Low,Maintenance,VPN setup
5191,NE_U,Gateway,1,8.3.6,Type_O,192.168.17.180,255.255.255.0,192.168.17.236,27-12-2024,Detroit,Ubiquiti,contact371@provider.org,Suspended,Medium,Maintenance,Security protocol enhancement
5192,NE_N,Hub,2.1,1.5.5,Type_Z,192.168.17.9,255.255.255.0,192.168.17.29,31-05-2024,Durham,Avaya,user149@domain.co,Active,Low,Testing,Server migration
5193,NE_H,Switch,4.5,2.6.8,Type_Z,192.168.17.133,255.255.255.0,192.168.17.180,22-10-2024,Denver,Lenovo,user175@provider.org,Inactive,High,Maintenance,Service activation
5194,NE_U,Switch,2.1,6.2.8,Type_K,192.168.17.117,255.255.255.0,192.168.17.85,07-07-2024,McKinney,TP-Link,contact197@domain.co,Decommissioned,Low,Testing,Device calibration
5195,NE_H,Hub,3,1.5.8,Type_Z,192.168.17.46,255.255.255.0,192.168.17.229,25-08-2024,Cleveland,Intel,team158@provider.org,Pending,Low,Maintenance,Configuration validation
5196,NE_T,Router,1,6.8.6,Type_E,192.168.17.137,255.255.255.0,192.168.17.43,16-10-2024,McKinney,F5 Networks,support171@provider.org,Suspended,High,Testing,Security patching
5197,NE_O,Switch,2.1,6.8.7,Type_Z,192.168.17.214,255.255.255.0,192.168.17.249,08-01-2024,Riverside,MicroTik,user97@service.net,Decommissioned,High,Testing,Performance monitoring setup
5198,NE_S,Firewall,3,6.8.6,Type_D,192.168.17.219,255.255.255.0,192.168.17.17,23-11-2024,Norfolk,Broadcom,support196@provider.org,Pending,High,Outage,System reboot
5199,NE_W,Firewall,3,2.3.0,Type_V,192.168.17.42,255.255.255.0,192.168.17.48,07-07-2024,Miami,SonicWall,support159@provider.org,Active,High,Maintenance,Bandwidth adjustment
5200,NE_P,Gateway,5,3.4.9,Type_D,192.168.17.130,255.255.255.0,192.168.17.120,18-12-2024,Cleveland,Ubiquiti,contact471@provider.org,Inactive,Medium,Outage,Web service configuration
5201,NE_Z,Hub,4.5,4.6.0,Type_I,192.168.17.86,255.255.255.0,192.168.17.210,20-10-2024,Miami,Qualcomm,team376@provider.org,Inactive,High,Testing,Configuration validation
5202,NE_J,Switch,5,4.0.0,Type_G,192.168.17.46,255.255.255.0,192.168.17.147,25-12-2024,Mumbai,Brocade,admin8@domain.co,Pending,Medium,Maintenance,Traffic routing update
5203,NE_L,Firewall,3,3.9.7,Type_R,192.168.17.102,255.255.255.0,192.168.17.238,21-08-2024,Lincoln,Intel,team201@service.net,Decommissioned,Medium,Outage,Data migration
5204,NE_K,Gateway,4.5,5.9.6,Type_M,192.168.17.227,255.255.255.0,192.168.17.107,18-07-2024,Madison,Sophos,team61@domain.co,Decommissioned,High,Maintenance,System maintenance
5205,NE_X,Switch,5,6.8.7,Type_U,192.168.17.40,255.255.255.0,192.168.17.40,15-03-2024,Garland,VMware,admin226@company.com,Active,High,Testing,Load balancing configuration
5206,NE_T,Gateway,2.1,9.7.8,Type_Z,192.168.17.222,255.255.255.0,192.168.17.22,23-06-2024,Mumbai,Dell,user65@network.com,Suspended,Low,Maintenance,Storage expansion
5207,NE_T,Hub,1,8.1.0,Type_T,192.168.17.146,255.255.255.0,192.168.17.126,02-10-2024,Cincinnati,CommScope,user44@company.com,Pending,High,Testing,Redundancy setup
5208,NE_J,Gateway,1,1.1.2,Type_R,192.168.17.242,255.255.255.0,192.168.17.67,03-12-2024,Montgomery,Ubiquiti,team290@service.net,Active,Low,Operational,Security patching
5209,NE_K,Hub,3,6.3.8,Type_U,192.168.17.183,255.255.255.0,192.168.17.50,28-08-2024,McKinney,Samsung,team125@network.com,Pending,Low,Operational,Bandwidth adjustment
5210,NE_A,Gateway,5,8.4.9,Type_Y,192.168.17.44,255.255.255.0,192.168.17.98,14-12-2024,San Francisco,Blue Coat,team109@service.net,Decommissioned,Medium,Operational,Account provisioning
5211,NE_E,Switch,4.5,9.9.2,Type_C,192.168.17.211,255.255.255.0,192.168.17.209,27-09-2024,Atlanta,Ciena,support60@network.com,Inactive,High,Maintenance,Disaster recovery testing
5212,NE_A,Gateway,5,7.5.6,Type_N,192.168.17.68,255.255.255.0,192.168.17.76,06-01-2024,Raleigh,Citrix,contact226@domain.co,Inactive,High,Maintenance,System reboot
5213,NE_I,Firewall,5,8.4.5,Type_X,192.168.17.41,255.255.255.0,192.168.17.82,29-07-2024,El Paso,Intel,user404@domain.co,Active,Medium,Maintenance,Security patching
5214,NE_T,Firewall,4.5,4.6.6,Type_J,192.168.17.231,255.255.255.0,192.168.17.147,30-10-2024,Saint Paul,HP Enterprise,team398@network.com,Pending,Medium,Testing,Firewall rule update
5215,NE_V,Hub,2.1,1.0.0,Type_X,192.168.17.43,255.255.255.0,192.168.17.46,01-11-2024,Tokyo,Ciena,team342@company.com,Decommissioned,High,Testing,Configuration validation
5216,NE_L,Firewall,2.1,2.5.8,Type_G,192.168.17.152,255.255.255.0,192.168.17.21,03-10-2024,Columbus,VMware,contact38@service.net,Decommissioned,Low,Outage,Account provisioning
5217,NE_Z,Switch,1,4.6.1,Type_Y,192.168.17.92,255.255.255.0,192.168.17.56,28-03-2024,Bakersfield,AMD,admin398@service.net,Inactive,Medium,Outage,Firmware update
5218,NE_S,Switch,5,7.1.4,Type_H,192.168.17.181,255.255.255.0,192.168.17.188,23-10-2024,Long Beach,Ericsson,user429@service.net,Inactive,High,Maintenance,License renewal
5219,NE_J,Switch,4.5,7.2.6,Type_W,192.168.17.208,255.255.255.0,192.168.17.135,23-04-2024,Columbus,A10 Networks,support204@network.com,Pending,High,Operational,Compliance check
5220,NE_N,Switch,5,4.2.8,Type_Q,192.168.17.55,255.255.255.0,192.168.17.79,14-08-2024,Greensboro,Ciena,support131@company.com,Pending,Low,Outage,Patch deployment
5221,NE_F,Gateway,5,9.7.0,Type_D,192.168.17.49,255.255.255.0,192.168.17.89,27-01-2024,Tulsa,Palo Alto Networks,support256@company.com,Inactive,Medium,Outage,Database indexing
5222,NE_O,Switch,1,5.6.8,Type_X,192.168.17.182,255.255.255.0,192.168.17.26,18-06-2024,Omaha,Xiaomi,contact105@provider.org,Pending,High,Operational,Database indexing
5223,NE_W,Router,5,7.6.7,Type_L,192.168.17.220,255.255.255.0,192.168.17.14,06-04-2024,Reno,Brocade,support496@service.net,Active,Low,Outage,Load balancing configuration
5224,NE_O,Gateway,1,4.7.4,Type_J,192.168.17.250,255.255.255.0,192.168.17.9,09-01-2024,Arlington,Broadcom,user246@domain.co,Active,Low,Maintenance,System maintenance
5225,NE_S,Router,4.5,4.5.2,Type_G,192.168.17.235,255.255.255.0,192.168.17.99,15-03-2024,Modesto,Palo Alto Networks,admin63@domain.co,Pending,Low,Testing,IP address allocation
5226,NE_A,Router,4.5,8.3.0,Type_E,192.168.17.139,255.255.255.0,192.168.17.204,07-12-2024,Manhattan,Microsoft,admin210@provider.org,Pending,Low,Operational,Initial configuration
5227,NE_I,Router,5,3.9.4,Type_A,192.168.17.35,255.255.255.0,192.168.17.237,01-01-2024,Rochester,F5 Networks,contact335@service.net,Suspended,Medium,Outage,Cluster expansion
5228,NE_D,Firewall,4.5,4.5.4,Type_N,192.168.17.142,255.255.255.0,192.168.17.52,14-02-2024,Grand Rapids,Palo Alto Networks,user46@network.com,Active,High,Maintenance,Application deployment
5229,NE_O,Firewall,4.5,7.8.0,Type_B,192.168.17.161,255.255.255.0,192.168.17.4,09-02-2024,Chicago,Dell,contact206@company.com,Suspended,Low,Operational,User authentication setup
5230,NE_K,Firewall,4.5,1.6.0,Type_H,192.168.17.75,255.255.255.0,192.168.17.31,28-07-2024,McKinney,Cisco,team318@provider.org,Suspended,Medium,Outage,Site inspection
5231,NE_L,Gateway,4.5,8.3.4,Type_L,192.168.17.136,255.255.255.0,192.168.17.208,29-11-2024,Long Beach,Alcatel-Lucent,admin34@company.com,Pending,Low,Operational,Device registration
5232,NE_A,Switch,5,1.2.2,Type_H,192.168.17.170,255.255.255.0,192.168.17.1,26-04-2024,Cleveland,Belkin,support66@network.com,Active,High,Operational,IP address allocation
5233,NE_E,Gateway,1,9.0.0,Type_Q,192.168.17.251,255.255.255.0,192.168.17.57,30-09-2024,Anaheim,Extreme Networks,contact122@company.com,Inactive,Medium,Outage,Hardware installation
5234,NE_F,Switch,3,7.5.1,Type_Y,192.168.17.155,255.255.255.0,192.168.17.21,31-08-2024,Port St. Lucie,Lenovo,admin67@service.net,Inactive,Medium,Testing,System maintenance
5235,NE_W,Switch,1,3.6.0,Type_G,192.168.17.104,255.255.255.0,192.168.17.90,07-05-2024,Raleigh,Microsoft,contact173@service.net,Suspended,Medium,Maintenance,Software patching
5236,NE_E,Switch,3,6.4.7,Type_N,192.168.17.50,255.255.255.0,192.168.17.83,21-12-2024,Anaheim,Sophos,user348@network.com,Suspended,High,Maintenance,Site inspection
5237,NE_Y,Gateway,5,5.8.0,Type_A,192.168.17.229,255.255.255.0,192.168.17.3,01-03-2024,Bakersfield,Belkin,team343@company.com,Suspended,Low,Testing,Access control modification
5238,NE_K,Gateway,2.1,4.2.1,Type_U,192.168.17.113,255.255.255.0,192.168.17.198,11-03-2024,Chula Vista,Blue Coat,user117@company.com,Pending,Medium,Operational,Load balancing configuration
5239,NE_X,Gateway,3,6.8.4,Type_C,192.168.17.60,255.255.255.0,192.168.17.136,05-04-2024,Indianapolis,Broadcom,contact288@provider.org,Decommissioned,Medium,Operational,Cluster expansion
5240,NE_X,Firewall,2.1,4.6.7,Type_L,192.168.17.170,255.255.255.0,192.168.17.136,18-09-2024,San Francisco,Infoblox,support461@service.net,Active,High,Outage,Firmware update
5241,NE_G,Hub,5,9.3.8,Type_A,192.168.17.21,255.255.255.0,192.168.17.196,18-10-2024,Amarillo,Qualcomm,contact278@service.net,Decommissioned,Medium,Operational,Resource allocation
5242,NE_W,Hub,4.5,6.5.4,Type_K,192.168.17.181,255.255.255.0,192.168.17.47,25-07-2024,Tampa,F5 Networks,admin271@company.com,Pending,Medium,Testing,Device registration
5243,NE_O,Router,3,2.1.8,Type_E,192.168.17.217,255.255.255.0,192.168.17.113,26-10-2024,Fort Worth,Cisco,team272@domain.co,Pending,High,Operational,Software upgrade
5244,NE_D,Hub,2.1,5.4.4,Type_H,192.168.17.36,255.255.255.0,192.168.17.249,19-02-2024,Columbus,SonicWall,support406@domain.co,Active,Medium,Operational,Application deployment
5245,NE_G,Gateway,4.5,5.2.9,Type_P,192.168.17.38,255.255.255.0,192.168.17.198,26-08-2024,Irving,Xiaomi,admin409@company.com,Decommissioned,High,Maintenance,Initial configuration
5246,NE_M,Switch,5,3.9.7,Type_G,192.168.17.56,255.255.255.0,192.168.17.43,27-01-2024,Cincinnati,Microsoft,admin422@company.com,Active,Low,Testing,Resource scaling
5247,NE_D,Hub,2.1,7.0.9,Type_V,192.168.17.160,255.255.255.0,192.168.17.208,05-08-2024,Boston,TP-Link,user30@provider.org,Pending,Medium,Outage,Software patching
5248,NE_Z,Gateway,3,7.2.7,Type_I,192.168.17.95,255.255.255.0,192.168.17.78,28-07-2024,Augusta,IBM,user246@service.net,Active,High,Maintenance,Configuration backup
